borough,intersection,Number of Bike Accidents,lat_lon_list
BRONX,ITTNER PLACE & WEBSTER AVENUE,1,"[40.84497, -73.90247]"
BRONX,IRWIN AVENUE & WEST 231 STREET,1,"[40.88132, -73.90931]"
BRONX,IRWIN AVENUE & RIVERDALE AVENUE,1,"[40.88134, -73.90933]"
BRONX,IRVINE STREET & SENECA AVENUE,1,"[40.81872, -73.88853]"
BRONX,INTERVALE AVENUE & SOUTHERN BOULEVARD,1,"[40.8172, -73.89532]"
BRONX,MORTON PLACE & UNIVERSITY AVENUE,1,"[40.85105, -73.91487]"
BRONX,MOSHOLU PARKWAY & WEST GUN HILL ROAD,1,"[40.88434, -73.88676]"
BRONX,HAVEMEYER AVENUE & HAVILAND AVENUE,1,"[40.8309, -73.84764]"
BROOKLYN,1 STREET & 3 AVENUE,1,"[40.67629, -73.987]"
BROOKLYN,1 PLACE & COURT STREET,1,"[40.68032, -73.99688]"
BROOKLYN,1 AVENUE & 58 STREET,1,"[40.64592, -74.02384]"
BROOKLYN,1 AVENUE & 43 STREET,1,"[40.65436, -74.01505]"
BRONX,WOOD AVENUE & WOOD ROAD,1,"[40.83557, -73.86229]"
BRONX,WESTCHESTER AVENUE & WHEELER AVENUE,1,"[40.82851, -73.88011]"
BRONX,WEST 165 STREET & WOODYCREST AVENUE,1,"[40.83392, -73.92702]"
BRONX,WEBB AVENUE & ZEISER PLACE,1,"[40.86356, -73.90754]"
BRONX,WEBB AVENUE & WEST KINGSBRIDGE ROAD,1,"[40.8687, -73.90236]"
BRONX,WEBB AVENUE & WEST 195 STREET,1,"[40.87039, -73.90153]"
BRONX,WARD AVENUE & WESTCHESTER AVENUE,1,"[40.82874, -73.8773]"
BRONX,VANNEST AVENUE & YATES AVENUE,1,"[40.84934, -73.84943]"
BRONX,VANNEST AVENUE & WHITEPLAINS ROAD,1,"[40.84377, -73.86559]"
BRONX,UNIVERSITY AVENUE & WEST 181 STREET,1,"[40.85718, -73.90976]"
BRONX,TUDOR PLACE & WALTON AVENUE,1,"[40.83432, -73.91991]"
BRONX,TINTON AVENUE & WESTCHESTER AVENUE,1,"[40.81806, -73.90501]"
BRONX,TIFFANY STREET & WESTCHESTER AVENUE,1,"[40.82314, -73.89488]"
BRONX,TIBBETT AVENUE & WEST 230 STREET,1,"[40.70307, -73.89616]"
BRONX,TIBBET AVENUE & WEST 231 STREET,1,"[40.88082, -73.9084]"
BRONX,THIERIOT AVENUE & WESTCHESTER AVENUE,1,"[40.83239, -73.86456]"
BRONX,TAYLOR AVENUE & WESTCHESTER AVENUE,1,"[40.83213, -73.86546]"
BRONX,STRANG AVENUE & WILDER AVENUE,1,"[40.89055, -73.84087]"
BRONX,STEBBINS AVENUE & WESTCHESTER AVENUE,1,"[40.82107, -73.89893]"
BRONX,STARLING AVENUE & UNIONPORT ROAD,1,"[40.8359, -73.85586]"
BRONX,ST PAULS PLACE & THIRD AVENUE,1,"[40.83593, -73.9029]"
BRONX,SPENCER AVENUE & WEST 262 STREET,1,"[40.9109, -73.89834]"
BROOKLYN,1 PLACE & SMITH STREET,1,"[40.67983, -73.99515]"
BROOKLYN,1 STREET & 8 AVENUE,1,"[40.67058, -73.97519]"
BRONX,SHAKESPEARE AVENUE & WEST 172 STREET,1,"[40.84366, -73.92004]"
BROOKLYN,1 STREET & DENTON PLACE,1,"[40.67557, -73.98553]"
BROOKLYN,100 STREET & FORT HAMILTON PARKWAY,1,"[40.61195, -74.03186]"
BROOKLYN,10 STREET & PROSPECT PARK WEST,1,"[40.66401, -73.97734]"
BROOKLYN,10 STREET & 6 AVENUE,1,"[40.66744, -73.98444]"
BROOKLYN,10 AVENUE & PROSPECT PARK SOUTHWEST,1,"[40.65986, -73.97751]"
BROOKLYN,10 AVENUE & NEW UTRECHT AVENUE,1,"[40.6433, -73.99426]"
BROOKLYN,10 AVENUE & BAYRIDGE PARKWAY,1,"[40.62429, -74.01403]"
BROOKLYN,10 AVENUE & BAY RIDGE PARKWAY,1,"[40.62429, -74.01403]"
BROOKLYN,10 AVENUE & BAY RIDGE AVENUE,1,"[40.62769, -74.01051]"
BROOKLYN,10 AVENUE & 86 STREET,1,"[40.61806, -74.02053]"
BROOKLYN,10 AVENUE & 85 STREET,1,"[40.61866, -74.01989]"
BROOKLYN,10 AVENUE & 84 STREET,1,"[40.61922, -74.01931]"
BROOKLYN,10 AVENUE & 81 STREET,1,"[40.6209, -74.01757]"
BROOKLYN,10 AVENUE & 79 STREET,1,"[40.62201, -74.01641]"
BROOKLYN,10 AVENUE & 71 STREET,1,"[40.62657, -74.01166]"
BROOKLYN,10 AVENUE & 69 STREET,1,"[40.62769, -74.0105]"
BROOKLYN,10 AVENUE & 59 STREET,1,"[40.63341, -74.00455]"
BROOKLYN,10 AVENUE & 52 STREET,1,"[40.63734, -74.00047]"
BROOKLYN,10 AVENUE & 47 STREET,1,"[40.64013, -73.99757]"
BROOKLYN,10 AVENUE & 45 STREET,1,"[40.64126, -73.99639]"
BROOKLYN,10 AVENUE & 44 STREET,1,"[40.64182, -73.99581]"
BROOKLYN,10 AVENUE & 41 STREET,1,"[40.6435, -73.99408]"
BROOKLYN,10 AVENUE & 40 STREET,1,"[40.64406, -73.99349]"
BROOKLYN,10 AVENUE & 19 STREET,1,"[40.65583, -73.98122]"
BROOKLYN,10 AVENUE & 18 STREET,1,"[40.65638, -73.98065]"
BROOKLYN,10 AVENUE & 16 STREET,1,"[40.65926, -73.97801]"
BRONX,SOUNDVIEW AVENUE & STORY AVENUE,1,"[40.82299, -73.8678]"
BRONX,SHAKESPEARE AVENUE & WEST 169 STREET,1,"[40.83927, -73.92256]"
BRONX,MULINER AVENUE & NEILL AVENUE,1,"[40.85081, -73.86212]"
BRONX,PELHAM PARKWAY SOUTH & VAN HOESEN AVENUE,1,"[40.85741, -73.8507]"
BRONX,PAULDING AVENUE & VANNEST AVENUE,1,"[40.84715, -73.85445]"
BRONX,PAUL AVENUE & WEST 205 STREET,1,"[40.87698, -73.88966]"
BRONX,PARKER STREET & WESTCHESTER AVENUE,1,"[40.83626, -73.84732]"
BRONX,PARK AVENUE & SAINT PAULS PLACE,1,"[40.83651, -73.90536]"
BRONX,OVERING STREET & WESTCHESTER AVENUE,1,"[40.83935, -73.84361]"
BRONX,OLMSTEAD AVENUE & WESTCHESTER AVENUE,1,"[40.83389, -73.85466]"
BRONX,OLMSTEAD AVENUE & UNIONPORT ROAD,1,"[40.83521, -73.85498]"
BRONX,OLMSTEAD AVENUE & UNION PORT ROAD,1,"[40.83521, -73.85497]"
BRONX,OLMSTEAD AVENUE & STARLING AVENUE,1,"[40.83605, -73.85513]"
BRONX,OLMSTEAD AVENUE & QUIMBY AVENUE,1,"[40.82577, -73.85276]"
BRONX,OLINVILLE AVENUE & THWAITES PLACE,1,"[40.85883, -73.86858]"
BRONX,OGDEN AVENUE & WEST 169 STREET,1,"[40.84018, -73.92527]"
BRONX,OGDEN AVENUE & WEST 164 STREET,1,"[40.83292, -73.92939]"
BRONX,OGDEN AVENUE & UNIVERSITY AVENUE,1,"[40.84424, -73.92362]"
BRONX,ODELL STREET & SAINT RAYMOND AVENUE,1,"[40.83757, -73.85446]"
BRONX,OBRIEN AVENUE & SOUND VIEW AVENUE,1,"[40.81141, -73.85614]"
BRONX,O'BRIEN AVENUE & STEPHENS AVENUE,1,"[40.81172, -73.85374]"
BRONX,NEWBOLD AVENUE & ZEREGA AVENUE,1,"[40.83419, -73.84525]"
BRONX,NEREID AVENUE & WILDER AVENUE,1,"[40.89963, -73.84435]"
BRONX,NELSON AVENUE & WEST 172 STREET,1,"[40.84407, -73.92099]"
BRONX,NELSON AVENUE & WEST 166 STREET,1,"[40.83533, -73.927]"
BRONX,NEILL AVENUE & WILLIAMSBRIDGE ROAD,1,"[40.8542, -73.85441]"
BRONX,NEILL AVENUE & TOMLINSON AVENUE,1,"[40.85381, -73.85528]"
BRONX,NEILL AVENUE & PAULDING AVENUE,1,"[40.85235, -73.85851]"
BRONX,MULINER AVENUE & PELHAM PARKWAY SOUTH,1,"[40.85678, -73.86192]"
BRONX,PELHAM PARKWAY & SEYMOUR AVENUE,1,"[40.85864, -73.84646]"
BRONX,PIERCE AVENUE & WILLIAMSBRIDGE ROAD,1,"[40.84706, -73.84907]"
BRONX,SEWARD AVENUE & TAYLOR AVENUE,1,"[40.81925, -73.86246]"
BRONX,PONTIAC PLACE & TRINITY AVENUE,1,"[40.81483, -73.90952]"
BRONX,SEDGWICK AVENUE & WEST 176 STREET,1,"[40.8505, -73.9221]"
BRONX,SEDGWICK AVENUE & UNIVERSITY AVENUE,1,"[40.83232, -73.9316]"
BRONX,SAINT RAYMONDS AVENUE & WILLIAMSBRIDGE ROAD,1,"[40.84336, -73.84517]"
BRONX,SAINT RAYMOND AVENUE & WILLIAMSBRIDGE ROAD,1,"[40.84336, -73.84518]"
BRONX,SAINT PETERS AVENUE & WESTCHESTER AVENUE,1,"[40.83854, -73.84459]"
BRONX,SAINT PETERS AVENUE & TRATMAN AVENUE,1,"[40.83917, -73.84553]"
BRONX,SAINT PAULS PLACE & WASHINGTON AVENUE,1,"[40.83618, -73.90416]"
BRONX,SAINT MARYS STREET & SOUTHERN BOULEVARD,1,"[40.80821, -73.90784]"
BRONX,SAINT LAWRENCE AVENUE & WESTCHESTER AVENUE,1,"[40.83162, -73.86726]"
BRONX,SAINT LAWRENCE AVENUE & WATSON AVENUE,1,"[40.82768, -73.86636]"
BRONX,SAINT LAWRENCE AVENUE & SOUND VIEW AVENUE,1,"[40.81984, -73.86452]"
BRONX,SAINT ANNS AVENUE & SAINT MARYS STREET,1,"[40.81039, -73.91521]"
BRONX,SACKET AVENUE & TOMLINSON AVENUE,1,"[40.84529, -73.84863]"
BRONX,ROWLAND STREET & WESTCHESTER AVENUE,1,"[40.83772, -73.84557]"
BRONX,ROGERS PLACE & WESTCHESTER AVENUE,1,"[40.8216, -73.89786]"
BRONX,RIVERDALE AVENUE & WEST 260 STREET,1,"[40.90844, -73.90367]"
BRONX,RIVERDALE AVENUE & WEST 231 STREET,1,"[40.88134, -73.90933]"
BRONX,RHINELANDER AVENUE & TOMLINSON AVENUE,1,"[40.85187, -73.85377]"
BRONX,RESERVOIR AVENUE & WEST 197 STREET,1,"[40.87167, -73.8978]"
BRONX,RESERVOIR AVENUE & UNIVERSITY AVENUE,1,"[40.87366, -73.89837]"
BRONX,RAE STREET & SAINT ANNS AVENUE,1,"[40.81737, -73.91139]"
BRONX,PUGSLEY AVENUE & WATSON AVENUE,1,"[40.82894, -73.85666]"
BRONX,PUGSLEY AVENUE & VIRGIL PLACE,1,"[40.82168, -73.85497]"
BRONX,PUGSLEY AVENUE & TURNBULL AVENUE,1,"[40.82319, -73.85531]"
BRONX,PUGLSEY AVENUE & WESTCHESTER AVENUE,1,"[40.83356, -73.85773]"
BRONX,HAVEMEYER AVENUE & NEWBOLD AVENUE,1,"[40.83378, -73.84832]"
BRONX,HARRISON AVENUE & WEST BURNSIDE AVENUE,1,"[40.85447, -73.91007]"
BRONX,EAST 175 STREET & MONROE AVENUE,1,"[40.84673, -73.90649]"
BRONX,EAST 214 STREET & PAULDING AVENUE,1,"[40.87757, -73.85643]"
BRONX,EAST 211 STREET & WHITE PLAINS ROAD,1,"[40.87788, -73.86596]"
BRONX,EAST 211 STREET & LACONIA AVENUE,1,"[40.87474, -73.85525]"
BRONX,EAST 211 STREET & KINGS COLLEGE PLACE,1,"[40.88167, -73.87534]"
BRONX,EAST 206 STREET & EAST MOSHOLU PARKWAY NORTH,1,"[40.87481, -73.88149]"
BRONX,EAST 205 STREET & WEBSTER AVENUE,1,"[40.87296, -73.87495]"
BRONX,EAST 205 STREET & JEROME AVENUE,1,"[40.87589, -73.88825]"
BRONX,EAST 205 STREET & HULL AVENUE,1,"[40.87379, -73.87668]"
BRONX,EAST 204 STREET & WEBSTER AVENUE,1,"[40.87112, -73.87683]"
BRONX,EAST 203 STREET & VALENTINE AVENUE,1,"[40.87359, -73.88506]"
BRONX,EAST 202 STREET & VALENTINE AVENUE,1,"[40.87294, -73.88534]"
BRONX,EAST 201 STREET & MARION AVENUE,1,"[40.86987, -73.88282]"
BRONX,EAST 199 STREET & VALENTINE AVENUE,1,"[40.87074, -73.88779]"
BRONX,EAST 199 STREET & JEROME AVENUE,1,"[40.8724, -73.8898]"
BRONX,EAST 198 STREET & WEBSTER AVENUE,1,"[40.86592, -73.88594]"
BRONX,EAST 198 STREET & JEROME AVENUE,1,"[40.87139, -73.89308]"
BRONX,EAST 197 STREET & WEBSTER AVENUE,1,"[40.86539, -73.88683]"
BRONX,EAST 197 STREET & VALENTINE AVENUE,1,"[40.86881, -73.89055]"
BRONX,EAST 196 STREET & VALENTINE AVENUE,1,"[40.86742, -73.89182]"
BRONX,EAST 196 STREET & MORRIS AVENUE,1,"[40.86875, -73.89496]"
BRONX,EAST 196 STREET & GRAND CONCOURSE,1,"[40.86788, -73.89301]"
BRONX,EAST 193 STREET & WEBSTER AVENUE,1,"[40.86262, -73.89011]"
BRONX,EAST 192 STREET & VALENTINE AVENUE,1,"[40.86396, -73.89459]"
BRONX,EAST 189 STREET & THIRD AVENUE,1,"[40.86006, -73.89113]"
BRONX,EAST 189 STREET & LORILLARD PLACE,1,"[40.85822, -73.88764]"
BRONX,EAST 189 STREET & HUGHES AVENUE,1,"[40.85703, -73.88534]"
BRONX,EAST 213 STREET & JEROME AVENUE,1,"[40.88522, -73.87936]"
BRONX,EAST 214 STREET & WHITE PLAINS ROAD,1,"[40.8798, -73.865]"
BRONX,EAST 188 STREET & PARK AVENUE,1,"[40.85941, -73.89226]"
BRONX,EAST 214 STREET & WILSON AVENUE,1,"[40.87583, -73.85094]"
BRONX,EAST 235 STREET & WHITE PLAINS ROAD,1,"[40.89487, -73.85656]"
BRONX,EAST 234 STREET & WHITE PLAINS ROAD,1,"[40.89417, -73.85696]"
BRONX,EAST 233 STREET & WEBSTER AVENUE,1,"[40.89538, -73.86356]"
BRONX,EAST 233 STREET & PAULDING AVENUE,1,"[40.89065, -73.84875]"
BRONX,EAST 233 STREET & JEROME AVENUE,1,"[40.89522, -73.88004]"
BRONX,EAST 233 STREET & HILL AVENUE,1,"[40.88864, -73.83823]"
BRONX,EAST 233 STREET & GRACE AVENUE,1,"[40.88918, -73.84416]"
BRONX,EAST 232 STREET & WHITE PLAINS ROAD,1,"[40.89275, -73.85773]"
BRONX,EAST 232 STREET & PAULDING AVENUE,1,"[40.89, -73.8491]"
BRONX,EAST 230 STREET & WHITE PLAINS ROAD,1,"[40.89134, -73.85852]"
BRONX,EAST 229 STREET & WHITE PLAINS ROAD,1,"[40.89063, -73.85892]"
BRONX,EAST 228 STREET & WHITE PLAINS ROAD,1,"[40.88992, -73.85931]"
BRONX,EAST 228 STREET & LOWERRE PLACE,1,"[40.89024, -73.8603]"
BRONX,EAST 227 STREET & WHITE PLAINS ROAD,1,"[40.88922, -73.85968]"
BRONX,EAST 225 STREET & WHITE PLAINS ROAD,1,"[40.8878, -73.86046]"
BRONX,EAST 224 STREET & WHITE PLAINS ROAD,1,"[40.8871, -73.86087]"
BRONX,EAST 224 STREET & SCHIEFFELIN AVENUE,1,"[40.88221, -73.84658]"
BRONX,EAST 223 STREET & WHITE PLAINS ROAD,1,"[40.8864, -73.86125]"
BRONX,EAST 223 STREET & SCHIEFFELIN AVENUE,1,"[40.88159, -73.84703]"
BRONX,EAST 222 STREET & PAULDING AVENUE,1,"[40.88302, -73.85325]"
BRONX,EAST 222 STREET & EASTCHESTER ROAD,1,"[40.88144, -73.84875]"
BRONX,EAST 221 STREET & WHITE PLAINS ROAD,1,"[40.88499, -73.86203]"
BRONX,EAST 218 STREET & WHITE PLAINS ROAD,1,"[40.88288, -73.86319]"
BRONX,EAST 218 STREET & PAULDING AVENUE,1,"[40.88025, -73.85494]"
BRONX,EAST 217 STREET & WHITE PLAINS ROAD,1,"[40.88217, -73.86359]"
BRONX,EAST 188 STREET & TIEBOUT AVENUE,1,"[40.86074, -73.89539]"
BRONX,EAST 188 STREET & HUGHES AVENUE,1,"[40.85609, -73.88612]"
BRONX,EAST 237 STREET & RICHARDSON AVENUE,1,"[40.89763, -73.85624]"
BRONX,EAST 180 STREET & MOHEGAN AVENUE,1,"[40.8455, -73.88348]"
BRONX,EAST 179 STREET & WEBSTER AVENUE,1,"[40.85046, -73.89931]"
BRONX,EAST 179 STREET & WASHINGTON AVENUE,1,"[40.84964, -73.8966]"
BRONX,EAST 179 STREET & THIRD AVENUE,1,"[40.84911, -73.89495]"
BRONX,EAST 179 STREET & PROSPECT AVENUE,1,"[40.84574, -73.88784]"
BRONX,EAST 179 STREET & MORRIS AVENUE,1,"[40.85181, -73.90682]"
BRONX,EAST 179 STREET & MOHEGAN AVENUE,1,"[40.84438, -73.88443]"
BRONX,EAST 179 STREET & MAPES AVENUE,1,"[40.8452, -73.88675]"
BRONX,EAST 179 STREET & LAFONTAINE AVENUE,1,"[40.84839, -73.8932]"
BRONX,EAST 179 STREET & JEROME AVENUE,1,"[40.85264, -73.90842]"
BRONX,EAST 179 STREET & HUGHES AVENUE,1,"[40.84747, -73.89134]"
BRONX,EAST 179 STREET & HONEYWELL AVENUE,1,"[40.84386, -73.88339]"
BRONX,EAST 178 STREET & VALENTINE AVENUE,1,"[40.84941, -73.90089]"
BRONX,EAST 178 STREET & THIRD AVENUE,1,"[40.84785, -73.89558]"
BRONX,EAST 178 STREET & SOUTHERN BOULEVARD,1,"[40.84376, -73.88546]"
BRONX,EAST 178 STREET & MOHEGAN AVENUE,1,"[40.84361, -73.88509]"
BRONX,EAST 178 STREET & MARMION AVENUE,1,"[40.84411, -73.88615]"
BRONX,EAST 177 STREET & JEROME AVENUE,1,"[40.85018, -73.91058]"
BRONX,EAST 176 STREET & WEEKS AVENUE,1,"[40.84776, -73.90728]"
BRONX,EAST 176 STREET & WALTON AVENUE,1,"[40.84826, -73.90975]"
BRONX,EAST 176 STREET & TOWNSEND AVENUE,1,"[40.84844, -73.91068]"
BRONX,EAST 176 STREET & MONROE AVENUE,1,"[40.84758, -73.90632]"
BRONX,EAST 175 STREET & WEEKS AVENUE,1,"[40.84678, -73.90739]"
BRONX,EAST 175 STREET & WEBSTER AVENUE,1,"[40.84564, -73.9021]"
BRONX,EAST 175 STREET & TOWNSEND AVENUE,1,"[40.84732, -73.91147]"
BRONX,EAST 175 STREET & TOPPING AVENUE,1,"[40.84669, -73.90559]"
BRONX,EAST 180 STREET & LAFONTAINE AVENUE,1,"[40.84985, -73.89233]"
BRONX,EAST 180 STREET & PARK AVENUE,1,"[40.85197, -73.89709]"
BRONX,EAST 188 STREET & ELM PLACE,1,"[40.86055, -73.89464]"
BRONX,EAST 180 STREET & PROSPECT AVENUE,1,"[40.84708, -73.8867]"
BRONX,EAST 187 STREET & HUGHES AVENUE,1,"[40.8552, -73.88688]"
BRONX,EAST 187 STREET & HOFFMAN STREET,1,"[40.85602, -73.88845]"
BRONX,EAST 184 STREET & WASHINGTON AVENUE,1,"[40.85582, -73.89263]"
BRONX,EAST 184 STREET & WALTON AVENUE,1,"[40.86027, -73.90163]"
BRONX,EAST 184 STREET & VALENTINE AVENUE,1,"[40.85876, -73.89736]"
BRONX,EAST 184 STREET & MORRIS AVENUE,1,"[40.85997, -73.9008]"
BRONX,EAST 184 STREET & JEROME AVENUE,1,"[40.86058, -73.90255]"
BRONX,EAST 183 STREET & WEBSTER AVENUE,1,"[40.85624, -73.89558]"
BRONX,EAST 183 STREET & WASHINGTON AVENUE,1,"[40.85524, -73.89314]"
BRONX,EAST 183 STREET & WALTON AVENUE,1,"[40.85839, -73.90279]"
BRONX,EAST 183 STREET & VALENTINE AVENUE,1,"[40.85681, -73.89818]"
BRONX,EAST 183 STREET & SOUTHERN BOULEVARD,1,"[40.85106, -73.88232]"
BRONX,EAST 183 STREET & RYER AVENUE,1,"[40.85712, -73.89907]"
BRONX,EAST 182 STREET & SOUTHERN BOULEVARD,1,"[40.84822, -73.88312]"
BRONX,EAST 182 STREET & PROSPECT AVENUE,1,"[40.84931, -73.8848]"
BRONX,EAST 182 STREET & JEROME AVENUE,1,"[40.85733, -73.90453]"
BRONX,EAST 181 STREET & WASHINGTON AVENUE,1,"[40.8523, -73.8951]"
BRONX,EAST 181 STREET & VYSE AVENUE,1,"[40.84468, -73.87976]"
BRONX,EAST 181 STREET & VALENTINE AVENUE,1,"[40.85407, -73.89932]"
BRONX,EAST 181 STREET & SOUTHERN BOULEVARD,1,"[40.84678, -73.8838]"
BRONX,EAST 181 STREET & RYER AVENUE,1,"[40.85429, -73.90026]"
BRONX,EAST 181 STREET & HONEYWELL AVENUE,1,"[40.84576, -73.88176]"
BRONX,EAST 180 STREET & VANNEST AVENUE,1,"[40.84006, -73.87095]"
BRONX,EAST 180 STREET & TIEBOUT AVENUE,1,"[40.85225, -73.89927]"
BRONX,EAST 180 STREET & RYER AVENUE,1,"[40.85286, -73.90092]"
BRONX,EAST 237 STREET & MATILDA AVENUE,1,"[40.89794, -73.85704]"
BRONX,EAST 240 STREET & MATILDA AVENUE,1,"[40.90284, -73.85328]"
BRONX,HARRISON AVENUE & WEST 181 STREET,1,"[40.85668, -73.90811]"
BRONX,GERARD AVENUE & MCCLELLAN STREET,1,"[40.83383, -73.92122]"
BRONX,GARRISON AVENUE & LAFAYETTE AVENUE,1,"[40.81627, -73.89286]"
BRONX,GARRISON AVENUE & HUNTS POINT AVENUE,1,"[40.81943, -73.88972]"
BRONX,GARFIELD STREET & MORRIS PARK AVENUE,1,"[40.84398, -73.86959]"
BRONX,GARDEN STREET & SOUTHERN BOULEVARD,1,"[40.84907, -73.88289]"
BRONX,GARDEN STREET & PROSPECT AVENUE,1,"[40.85005, -73.88448]"
BRONX,FURMAN AVENUE & NEREID AVENUE,1,"[40.89812, -73.85343]"
BRONX,FTELEY AVENUE & STORY AVENUE,1,"[40.8227, -73.87]"
BRONX,FRISBY AVENUE & SAINT PETERS AVENUE,1,"[40.83981, -73.84648]"
BRONX,FRISBY AVENUE & OVERING STREET,1,"[40.8407, -73.84544]"
BRONX,FREEMAN STREET & WEST FARMS ROAD,1,"[40.82934, -73.88761]"
BRONX,FREEMAN STREET & SOUTHERN BOULEVARD,1,"[40.83014, -73.89188]"
BRONX,FREEMAN STREET & PROSPECT AVENUE,1,"[40.83037, -73.89718]"
BRONX,FREEMAN STREET & LYMAN PLACE,1,"[40.83042, -73.8967]"
BRONX,FOWLER AVENUE & MORRIS PARK AVENUE,1,"[40.847, -73.85871]"
BRONX,FOREST AVENUE & WESTCHESTER AVENUE,1,"[40.81718, -73.90665]"
BRONX,FIELDSTON ROAD & WEST 259 STREET,1,"[40.90675, -73.90038]"
BRONX,FIELD PLACE & RYER AVENUE,1,"[40.85844, -73.89851]"
BRONX,FENTON AVENUE & WARING AVENUE,1,"[40.86092, -73.8445]"
BRONX,FENTON AVENUE & HICKS STREET,1,"[40.87861, -73.84946]"
BRONX,FEATHERBED LANE & JESUP AVENUE,1,"[40.84624, -73.91818]"
BRONX,FAIRMOUNT PLACE & SOUTHERN BOULEVARD,1,"[40.84119, -73.88596]"
BRONX,FAILE STREET & LAFAYETTE AVENUE,1,"[40.81679, -73.88708]"
BRONX,EVERGREEN AVENUE & WESTCHESTER AVENUE,1,"[40.82843, -73.88105]"
BRONX,EVERGREEN AVENUE & STORY AVENUE,1,"[40.82143, -73.87941]"
BRONX,EVELYN PLACE & JEROME AVENUE,1,"[40.859, -73.90352]"
BRONX,GARRISON AVENUE & MANIDA STREET,1,"[40.81875, -73.89038]"
BRONX,GIVAN AVENUE & SEYMOUR AVENUE,1,"[40.87388, -73.8478]"
BRONX,ELY AVENUE & GRENADA PLACE,1,"[40.88803, -73.84465]"
BRONX,GLEASON AVENUE & LELAND AVENUE,1,"[40.8303, -73.86314]"
BRONX,HARRISON AVENUE & WEST 176 STREET,1,"[40.84879, -73.91495]"
BRONX,HAMMERSLEY AVENUE & TIEMAN AVENUE,1,"[40.87215, -73.84079]"
BRONX,HALSEY STREET & HERSCHELL STREET,1,"[40.83671, -73.84414]"
BRONX,HALPERIN AVENUE & WILLIAMSBRIDGE ROAD,1,"[40.84281, -73.84469]"
BRONX,HALLECK STREET & RANDALL AVENUE,1,"[40.81292, -73.88121]"
BRONX,HAIGHT AVENUE & PELHAM PARKWAY SOUTH,1,"[40.85687, -73.85814]"
BRONX,HAIGHT AVENUE & MORRIS PARK AVENUE,1,"[40.84955, -73.85305]"
BRONX,GUNTHER AVENUE & WARING AVENUE,1,"[40.86075, -73.83619]"
BRONX,GUN HILL ROAD & WEBSTER AVENUE,1,"[40.87865, -73.8716]"
BRONX,GRANT HIGHWAY & SHAKESPEARE AVENUE,1,"[40.84104, -73.92195]"
BRONX,GRAND CONCOURSE & VAN CORTLANDT AVENUE EAST,1,"[40.87733, -73.88532]"
BRONX,GRAND CONCOURSE & MOUNT EDEN PARKWAY,1,"[40.8432, -73.91196]"
BRONX,GRAND AVENUE & WEST 192 STREET,1,"[40.86634, -73.90059]"
BRONX,GRAND AVENUE & WEST 184 STREET,1,"[40.86122, -73.90437]"
BRONX,GRAND AVENUE & WEST 182 STREET,1,"[40.8577, -73.90651]"
BRONX,GRAND AVENUE & WEST 175 STREET,1,"[40.84796, -73.91443]"
BRONX,GRAND AVENUE & MACOMBS ROAD,1,"[40.84641, -73.91689]"
BRONX,GODWIN TERRACE & WEST 231 STREET,1,"[40.87941, -73.9058]"
BRONX,GOBLE PLACE & JEROME AVENUE,1,"[40.84336, -73.91545]"
BRONX,GLEBE AVENUE & WESTCHESTER AVENUE,1,"[40.83436, -73.85016]"
BRONX,GLEASON AVENUE & UNDERHILL AVENUE,1,"[40.83042, -73.86221]"
BRONX,GLEASON AVENUE & TAYLOR AVENUE,1,"[40.83006, -73.86499]"
BRONX,GLEASON AVENUE & SAINT LAWRENCE AVENUE,1,"[40.82981, -73.86684]"
BRONX,GLEASON AVENUE & ROSEDALE AVENUE,1,"[40.82956, -73.86873]"
BRONX,GLEASON AVENUE & NOBLE AVENUE,1,"[40.82943, -73.86968]"
BRONX,ELY AVENUE & WARING AVENUE,1,"[40.86102, -73.83096]"
BRONX,ELLIS AVENUE & PUGSLEY AVENUE,1,"[40.83182, -73.85732]"
BRONX,EAST 240 STREET & NEREID AVENUE,1,"[40.90106, -73.86156]"
BRONX,EAST TREMONT AVENUE & HARDING AVENUE,1,"[40.81608, -73.81562]"
BRONX,EAST TREMONT AVENUE & ERICSON PLACE,1,"[40.83978, -73.83702]"
BRONX,EAST TREMONT AVENUE & ELM DRIVE,1,"[40.84215, -73.85619]"
BRONX,EAST MOUNT EDEN AVENUE & SHERIDAN AVENUE,1,"[40.84314, -73.91097]"
BRONX,EAST MOUNT EDEN AVENUE & GRAND CONCOURSE,1,"[40.8432, -73.91196]"
BRONX,EAST MOSHOLU PARKWAY SOUTH & WEBSTER AVENUE,1,"[40.86857, -73.88148]"
BRONX,EAST MOSHOLU PARKWAY SOUTH & MARION AVENUE,1,"[40.87039, -73.88198]"
BRONX,EAST MOSHOLU PARKWAY SOUTH & LISBON PLACE,1,"[40.8748, -73.88345]"
BRONX,EAST MOSHOLU PARKWAY NORTH & STEUBEN AVENUE,1,"[40.877, -73.88184]"
BRONX,EAST KINGSBRIDGE ROAD & MORRIS AVENUE,1,"[40.86704, -73.89631]"
BRONX,EAST GUN HILL ROAD & YOUNG AVENUE,1,"[40.87134, -73.84793]"
BRONX,EAST GUN HILL ROAD & YATES AVENUE,1,"[40.87358, -73.85452]"
BRONX,EAST GUN HILL ROAD & WILLETT AVENUE,1,"[40.87763, -73.86739]"
BRONX,EAST GUN HILL ROAD & WAYNE AVENUE,1,"[40.88066, -73.87762]"
